MovieID,Name,Date_Added,Release_Year,Rating,Duration(minutes),Description
2540,Everything About Her,"March 14, 2019",2016,TV-MA,127,A hard-driving real estate tycoon who becomes ill with cancer hires a medical caretaker who helps her begin to mend fences with her estranged son.
2541,Finally Found Someone,"March 14, 2019",2017,TV-14,125,"After a woman is very publicly left at the altar, the PR expert hired to fix the situation winds up falling in love with her."
2542,Seven Sundays,"March 14, 2019",2017,TV-MA,128,"A dying father asks his busy and grown children to spend their Sundays with him, forcing his family to confront their issues before it's too late."
2543,Triple Frontier,"March 13, 2019",2019,R,126,"Loyalties are tested when five former special forces operatives reunite to steal a drug lord's fortune, unleashing a chain of unintended consequences."
2544,Jimmy Carr: The Best of Ultimate Gold Greatest Hits,"March 12, 2019",2019,TV-MA,58,Nothing is off limits as Jimmy Carr serves up the most outrageous jokes from his stand-up career in a special that's not for the faint of heart.
2545,Hajwala 2: Mysterious Mission,"March 8, 2019",2018,TV-14,116,"In this sequel, a group of expert drivers skilled in drifting and high-speed racing is recruited to perform obscure tasks for a shadowy gang."
2546,Juanita,"March 8, 2019",2019,TV-MA,90,"Burdened by troubles in life and love, a mother of three grown children searches for hope and healing on an impromptu trip to Paper Moon, Montana."
2547,Lady J,"March 8, 2019",2019,TV-MA,111,"When her romance with a lustful marquis takes an unwelcome turn, a wealthy widow concocts a scheme to get revenge – with help from a younger woman."
2548,Walk. Ride. Rodeo.,"March 8, 2019",2019,TV-PG,100,"In the wake of an accident that leaves her paralyzed, a champion rodeo rider vows to get back on her horse and compete again. Based on a true story."
2549,Nappily Ever After,"March 7, 2019",2018,TV-MA,99,"When a perfectionist ad exec experiences a romantic setback, she embarks on a journey of self-discovery that begins with a dramatic hair makeover."
2550,Sisterakas,"March 7, 2019",2012,TV-14,105,"Two half siblings separated by family conflict cross paths as adults at a fashion agency – but one of them has a vendetta, unbeknownst to the other."
2551,Starting Over Again,"March 7, 2019",2014,TV-14,128,"An architecture student and a history professor fall in love, pursue a dream, split up and bump into each other years later. Can there be a second chance?"
2552,That Thing Called Tadhana,"March 7, 2019",2015,TV-MA,91,"A devastating breakup with her boyfriend may be the start of a new beginning for Mace, thanks to an adventurous and kind stranger named Anthony."
2553,The Love Affair,"March 7, 2019",2015,TV-MA,127,"Feeling betrayed by their romantic partners' infidelity, Adrianne and Vince struggle to forgive while finding comfort with each other."
2554,The Hard Way,"March 5, 2019",2019,TV-MA,94,"After learning his brother died on a mission in Romania, a former soldier teams up with two allies to hunt down a mysterious enemy and exact revenge."
2555,Everyday I Love You,"March 4, 2019",2015,TV-14,124,"While patiently waiting for her boyfriend to come out of his coma, Audrey finds herself falling for the caring and successful Ethan."
2556,No Other Woman,"March 4, 2019",2011,TV-MA,103,"A happily married man gives in to temptation when a wealthy client pursues him, setting off a torrid love triangle."
2557,River's Edge,"March 2, 2019",2018,TV-MA,118,"High schooler Haruna befriends loner Yamada, then is drawn into the tangled relationship between him, a model and the girl who loves him unreasonably."
2558,Sarkar,"March 2, 2019",2018,TV-MA,162,A ruthless businessman’s mission to expose electoral fraud brings him into a heated and dangerous political conflict with two corrupt ministers.
2559,Weapon of Choice,"March 2, 2019",2018,TV-MA,89,"Speaking to retailers and owners of the Glock pistol, two filmmakers shed light on the politics of violence and its implications from Chicago to Kirkuk."
2560,"2,215","March 1, 2019",2018,TV-MA,89,"This intimate documentary follows rock star Artiwara Kongmalai on his historic, 2,215-kilometer charity run across Thailand in 2017."
2561,BNK48: Girls Don't Cry,"March 1, 2019",2018,TV-14,108,"Members of the Thai idol girl group BNK48 open up about their experiences beyond the spotlight, their training and the nature of fame."
2562,Budapest,"March 1, 2019",2018,TV-MA,103,"Two best friends put their careers and marriages on the line when they launch a business hosting outrageous, anything-goes bachelor parties in Hungary."
2563,Pants on Fire,"March 1, 2019",2014,TV-G,87,Jealous girlfriends and aliens are just some of the things Jack lied about to become popular. Now the lies are coming to life and ruining everything.
2564,Paranormal Investigation,"March 1, 2019",2018,TV-14,93,"When a young man becomes possessed after playing a Ouija game, a ghost hunter investigates the evil spirit dwelling within him."
2565,Radio Rebel,"March 1, 2019",2012,TV-G,90,"Shy student Tara has a secret identity: She is smooth-talking Radio Rebel, a DJ who lends her voice to all kids, popular and unpopular alike."
2566,Sarvam Thaala Mayam (Tamil Version),"March 1, 2019",2018,TV-14,131,"An aspiring musician battles age-old caste divides to be able to learn the art of a classical instrument from a traditionalist, veteran percussionist."
2567,The Boy Who Harnessed the Wind,"March 1, 2019",2019,TV-PG,114,"Inspired by a science book, 13-year-old William Kamkwamba builds a wind turbine to save his Malawian village from famine. Based on a true story."
2568,The Last Runway,"March 1, 2019",2018,TV-MA,107,An ex-colonel forms a special paramilitary group focused on combatting drug trafficking on the Paraguayan border.
2569,The Spiderwick Chronicles,"March 1, 2019",2008,PG,97,"When city-raised twins move to a tumbledown country mansion, it's quite an adjustment – especially after they uncover a magical fantasy world."
2570,Your Son,"March 1, 2019",2018,TV-MA,103,"After his son is brutally beaten outside a nightclub, a surgeon takes the law into his own hands and seeks vengeance against the perpetrators."
2571,Quién te cantará,"February 28, 2019",2018,TV-MA,125,"When a near-drowning leaves a famous singer from the '90s with amnesia, she hires a karaoke singer who can imitate her to prep her for a comeback tour."
2572,A Second Chance,"February 27, 2019",2015,TV-MA,130,"Following their storybook wedding, Popoy and Basha find married life – and starting a business together – more challenging than they ever imagined."
2573,Beauty and the Bestie,"February 27, 2019",2015,TV-14,119,"Finding himself in a desperate situation, undercover agent Emman asks his former best friend, Erika, to join him on a dangerous mission."
2574,Bride For Rent,"February 27, 2019",2014,TV-PG,110,"Rocco needs to hire a bride so he can access his trust fund. Rocky desperately needs a job. Their marriage starts out fake, but ends up as much more."
2575,Can't Help Falling in Love,"February 27, 2019",2017,TV-14,120,"Gab is eager to tie the knot with her handsome boyfriend, but there's a problem, and it's a doozy: She's already married to a total stranger."
2576,Evening Shadows,"February 27, 2019",2018,TV-PG,102,"When her son comes out to her as gay, a religious mother struggles to reconcile his truth with her own beliefs and their orthodox family values."
2577,Four Sisters and a Wedding,"February 27, 2019",2013,TV-14,125,"Four sisters unite to stop their young brother's pending nuptials upon meeting his fiancée’s demanding family, revealing long-simmering family issues."
2578,It Takes a Man and a Woman,"February 27, 2019",2013,TV-PG,127,"Laida and Miggy used to be in love, but now they're forced to work together in a professional capacity – and neither is completely over their past."
2579,My Ex & Whys,"February 27, 2019",2017,TV-14,121,"Popular blogger Cali is hired for a marketing campaign alongside another viral sensation: her ex-boyfriend Gio, who's intent on winning her back."
2580,She's Dating the Gangster,"February 27, 2019",2014,TV-14,113,"To make another woman jealous, a campus heartthrob asks a fellow student to be his pretend girlfriend, but fate has other plans for the fake couple."
2581,The Breakup Playlist,"February 27, 2019",2015,TV-MA,118,A rock musician and a law student whose true passion is music fall in love and pursue a romance that complicates both of their blossoming careers.
2582,The Mistress,"February 27, 2019",2012,TV-MA,132,The mistress of a wealthy businessman is torn between her loyalty to him and her love for a young architect connected to her in unexpected ways.
2583,Zach Galifianakis: Live at the Purple Onion,"February 26, 2019",2006,TV-MA,61,"The unorthodox, piano-playing stand-up star Zach Galifianakis makes a splash on the scene and serves up a healthy dose of his signature wit."
2584,Life of An Outcast,"February 25, 2019",2018,TV-PG,80,"When authorities jail his son for rejecting religious bias, a poor father’s struggle to bail him out highlights rural India’s enduring casteism."
2585,The Photographer Of Mauthausen,"February 23, 2019",2018,TV-MA,110,A Catalán prisoner at a Nazi concentration camp uses his office job to steal photo negatives of the atrocities committed there. Based on true events.
2586,Bert Kreischer: The Machine,"February 22, 2019",2016,TV-MA,70,"From his run-in with a grizzly bear to partying with the Russian mafia, the shirtless comic returns with laugh-out-loud tales in this stand-up special."
2587,Firebrand,"February 22, 2019",2019,TV-MA,117,"While she successfully advocates for her female clients in difficult divorce cases, a lawyer’s trauma from sexual assault impacts her own marriage."
2588,Paddleton,"February 22, 2019",2019,TV-MA,89,"After he's diagnosed with terminal cancer, middle-aged Michael asks his neighbor friend Andy to help him end his life before the disease does."
2589,Paris Is Us,"February 22, 2019",2019,TV-MA,84,"Amid a turbulent romance and rising tensions in Paris, a young woman finds herself caught in a dizzying spiral of dreams, memories and what-ifs."
2590,Shonar Pahar,"February 22, 2019",2018,TV-PG,131,An older woman's unique friendship with a young boy inspires her to examine the strained relationship she shares with her married son.
2591,The Drug King,"February 21, 2019",2018,TV-MA,139,A petty smuggler from Busan dives headfirst into illicit drug trafficking in the 1970s and rises to become king of narcotics exports to Japan.
2592,Kevin James: Sweat the Small Stuff,"February 20, 2019",2001,TV-PG,42,The film and television star riffs on life's many royal pains in this hourlong special taped at New York City's Hudson Theatre in 2001.
2593,Transformer,"February 20, 2019",2017,TV-MA,79,Powerlifter Matt Kroczaleski faced his greatest challenge when he came out as transgender. This documentary captures his transition into a woman.
2594,Genius,"February 17, 2019",2018,TV-14,96,Extreme pressure from his father to excel at school during childhood has dangerous psychological effects on a brilliant but suicidal man’s adult life.
2595,Black Sea,"February 16, 2019",2015,R,114,"A hard-driving submarine captain is hired to steal gold from a sunken Nazi sub, but there's no honor among thieves during this underwater heist."
2596,Studio 54,"February 16, 2019",2018,TV-MA,99,This documentary follows the rapid rise and fall of the Manhattan discotheque and the glittery debauchery that attracted the city's eccentric and elite.
2597,Awe,"February 15, 2019",2018,TV-MA,111,"Disparate characters, including an aspiring time traveler, a phony chef, a drug-addicted waitress and several others, share a surprising connection."
2598,Ayana,"February 15, 2019",2017,TV-MA,112,"With his carefree bachelor days behind him, a young entrepreneur’s ambitions for adulthood come with some painful personal and professional decisions."
2599,Behind the Curve,"February 15, 2019",2018,TV-14,96,"Meet the growing, worldwide community of theorists who defend the belief that the Earth is flat while living in a society who vehemently rejects it."
2600,Buddies,"February 15, 2019",2012,TV-MA,103,"Inspired by the movie ""Thelma & Louise,"" three young people with Down syndrome leave the institution where they live to take a road trip together."
2601,Candyflip,"February 15, 2019",2017,TV-MA,104,"On the incandescent shores of Goa, a young man tumbles down a mind-bending – and soon dangerous – series of trips after taking hallucinatory drugs."
2602,Chameli,"February 15, 2019",2004,TV-14,102,"While taking shelter from a Mumbai monsoon, an investment banker forms an unlikely connection with a naïve prostitute over the course of the night."
2603,Fatso,"February 15, 2019",2012,TV-14,97,"Killed too soon due to a clerical error in heaven, a man is sent back to earth with a new lease on life, this time in the body of his portly friend."
2604,Neevevaro,"February 15, 2019",2018,TV-14,132,"When a blind chef’s girlfriend goes missing, his unnerving search for her leads him to find there's more to her disappearance than what meets the eye."
2605,Pyaar Ke Side Effects,"February 15, 2019",2006,TV-MA,120,"A commitment-phobe agrees to marry his girlfriend, setting in motion a series of hilarious mishaps that has him questioning what he got himself into."
2606,Sur: The Melody of Life,"February 15, 2019",2002,TV-14,137,"A renowned music teacher mentors a promising young singer, but when her fame begins to overshadow his own, he lets jealousy and competition take over."
2607,The Breaker Upperers,"February 15, 2019",2018,TV-MA,82,"For the right price, BFFs Jen and Mel will ruthlessly end any romance. But when one of them grows a conscience, their friendship begins to unravel."
2608,Ugly Aur Pagli,"February 15, 2019",2008,TV-14,115,"Everyday guy Kabir is thrown for a loop when he meets Kuhu, a freewheeling party girl. Now, he's a changed man, dancing, running half-naked through the streets and donning ladies' shoes at her whim."
2609,Yucatán,"February 15, 2019",2018,TV-MA,130,Competing con artists attempt to creatively and ruthlessly swindle a fatherly lottery winner while on a lively cruise from Spain to Mexico.
2610,"Ken Jeong: You Complete Me, Ho","February 14, 2019",2019,TV-MA,62,"In his first-ever stand-up special, Ken Jeong pays tribute to his wife and shares stories about Hollywood and how ""The Hangover"" saved his life."
2611,Period. End of Sentence.,"February 12, 2019",2018,TV-PG,26,"In rural India, where the stigma of menstruation persists, women make low-cost sanitary pads on a new machine and stride toward financial independence."
2612,High Flying Bird,"February 8, 2019",2019,TV-MA,91,"When an NBA lockout sidelines his big rookie client, an agent hatches a bold plan to save their careers – and disrupt the league's power structure."
2613,Kevin Hart's Guide to Black History,"February 8, 2019",2019,TV-PG,63,Kevin Hart highlights the fascinating contributions of black history’s unsung heroes in this entertaining – and educational – comedy special.
2614,ReMastered: The Two Killings of Sam Cooke,"February 8, 2019",2019,TV-MA,74,"While Sam Cooke rose to stardom as a soul singer, his outspoken views on civil rights drew attention that may have contributed to his death at age 33."
2615,The Tree of Blood,"February 8, 2019",2018,TV-MA,136,"As a young couple write the story of their families' shared history, both reveal their relatives' dark secrets and one must make a painful confession."
2616,"Ray Romano: Right Here, Around the Corner","February 5, 2019",2019,TV-MA,59,"Ray Romano cut his stand-up teeth at the Comedy Cellar in New York. Now, in his first comedy special in 23 years, he returns to where it all began."
2617,Await Further Instructions,"February 2, 2019",2018,TV-MA,91,"A family’s tense reunion turns terrifying when they get trapped in their home by an unknown force, and sinister commands begin appearing on their TV."
2618,Manusangada,"February 2, 2019",2017,TV-14,93,"When caste discrimination prevents a villager from giving his deceased father a rightful burial, he takes his fight for equality to court."
2619,14 Minutes from Earth,"February 1, 2019",2016,TV-MA,84,A Google executive boldly attempts a death-defying mission to travel to space and free-fall back to Earth without a rocket.
2620,Dear Ex,"February 1, 2019",2018,TV-MA,100,"A teen navigates a bitter feud between his willful mom and a free-spirited man, who's the lover and insurance beneficiary of his recently deceased dad."
2621,Free Rein: Valentine's Day,"February 1, 2019",2019,TV-G,51,"Love is in the air as Zoe and friends go on a quest to find a fabled Maid's Stone. But when rivalry blinds them to danger, it's Raven to the rescue!"
2622,Lego DC Comics: Batman Be-Leaguered,"February 1, 2019",2014,TV-Y7,22,"When Superman and the other Justice League superheroes start disappearing, it's up to Batman to unravel the caper and save the day."
2623,LEGO Marvel Super Heroes: Black Panther,"February 1, 2019",2018,TV-Y7,22,"When Thanos joins forces with villains Killmonger and Klaue to destroy Earth, Black Panther rushes to stop them from stealing Wakanda's vibranium."
2624,LEGO Marvel Super Heroes: Guardians of the Galaxy,"February 1, 2019",2017,TV-Y,22,"The Guardians are on a mission to deliver the Build Stone to the Avengers before the Ravagers, Thanos and his underlings steal it from them."
2625,True: Happy Hearts Day,"February 1, 2019",2019,TV-Y,24,"True and Bartleby try to cheer up the Rainbow Kingdom’s loneliest citizen, but his gloomy mood is contagious! Can a trio of wishes turn things around?"
2626,Velvet Buzzsaw,"February 1, 2019",2019,R,113,"A feared critic, an icy gallery owner and an ambitious assistant snap up a recently deceased artist's stash of paintings – with dire consequences."
2627,Hantu Kak Limah,"January 31, 2019",2018,TV-PG,110,"When Kak Limah turns up dead shortly after her marriage to a much younger man, her pesky ghost haunts the villagers, who can't seem to get rid of her."
2628,Love Off the Cuff,"January 31, 2019",2017,TV-MA,120,Cherie and Jimmy's relationship is in a rut – until Cherie's estranged father shows up and a woman from Jimmy's past shows up with a hidden agenda.
2629,Maharaja: The Story of Ranjit Singh,"January 30, 2019",2010,TV-14,56,"The tale of legendary warrior king Ranjit Singh, and his rise to establishing Punjab’s Sikh empire, comes to life in this animated feature."
2630,Virsa,"January 30, 2019",2010,TV-14,127,A man is disheartened when he visits his well-to-do son and grandkids in Australia and sees they have detached from their traditional Indian morals.
2631,Bhasmasur,"January 29, 2019",2017,TV-14,74,"In this heart-wrenching coming-of-age story, a young boy embarks on an arduous trek with his debt-ridden father to sell their beloved family donkey."
2632,"Gabriel ""Fluffy"" Iglesias: One Show Fits All","January 29, 2019",2019,TV-14,91,"Gabriel ""Fluffy"" Iglesias discusses his teenage son and encounters with Snoop Dogg, Chris Rock and Vicente Fernández in this stand-up special for 2019."
2633,High Society,"January 29, 2019",2018,TV-MA,137,"A deputy curator of a chaebol-funded art gallery and her husband, a politically ambitious economics professor, will do anything to join the über-elite."
2634,Up Among  The Stars,"January 29, 2019",2018,TV-MA,86,"A grieving filmmaker struggling to keep custody of his young son after his wife's death uses magical, imaginary stories to maintain their bond."
2635,Alt-Right: Age of Rage,"January 28, 2019",2018,TV-MA,106,This documentary follows a white power leader and an Antifa activist leading up to the Charlottesville riots in the first year of Trump's presidency.
2636,Habibie & Ainun,"January 28, 2019",2012,TV-14,125,"This companion to 2016's ""Rudy Habibie"" traces the relationship between Indonesia’s third president and his wife behind the scenes of their public lives."
2637,Nathicharami,"January 28, 2019",2018,TV-MA,114,"Reeling from the loss of her husband, a widow struggles to fulfill her physical and emotional desires despite social taboos around female sexuality."
2638,Rudy Habibie,"January 28, 2019",2016,TV-14,143,"A biopic that explores the hardships and triumphs of the early life of B. J. Habibie, a transformative president of Indonesia."
2639,Surga Yang Tak Dirindukan,"January 28, 2019",2015,TV-14,121,"After saving an unwed expectant mother who's injured in a car accident, a happily married man takes her as his second wife – without telling his first."
2640,Surga Yang Tak Dirindukan 2,"January 28, 2019",2017,TV-14,119,"In this sequel to the award-winning 2015 film, Pras, Arini and Meirose face new challenges that could change the dynamic of their unique love triangle."
2641,Goyo: The Boy General,"January 26, 2019",2018,TV-MA,150,"Brash ladies' man Gregorio ""Goyo"" del Pilar rises to become one of the Philippines' youngest generals in this historical epic sequel to ""Heneral Luna."""
2642,Animas,"January 25, 2019",2018,TV-MA,88,A teen's eerie visions become increasingly frequent and terrifying after her longtime friend gets a girlfriend and his abusive dad is strangely killed.
2643,Mi Obra Maestra,"January 25, 2019",2018,TV-MA,105,"A sly art dealer tries to revive the career of his longtime pal, a surly painter, with a risky plan that tests their morals and friendship."
2644,Polar,"January 25, 2019",2019,TV-MA,119,"An assassin on the verge of retirement must put the good life on hold when his greedy boss sends a squad of young, ruthless killers to take him out."
2645,Just Love,"January 24, 2019",2018,TV-MA,96,"Inspired by his love affair with a conservative lawyer, the lead singer of a struggling garage band pens a hit song that propels him to fame."
2646,Close,"January 18, 2019",2019,TV-MA,95,"When attackers target the heiress she's protecting, battle-hardened bodyguard Sam scrambles to save her client – and teach her how to fight back."
2647,FYRE: The Greatest Party That Never Happened,"January 18, 2019",2019,TV-MA,98,"The Fyre Festival was billed as a luxury music experience on a posh private island, but it failed spectacularly in the hands of a cocky entrepreneur."
2648,IO,"January 18, 2019",2019,TV-14,96,"As a young scientist searches for a way to save a dying Earth, she finds a connection with a man who's racing to catch the last shuttle off the planet."
2649,Old Lord Savanna,"January 18, 2019",2018,TV-14,96,This documentary captures the environmental and societal impact of Brazil's Cerrado savanna suffering from severe deforestation.
2650,Patria,"January 18, 2019",2019,TV-MA,90,"Paco Ignacio Taibo II brings his book trilogy to life, highlighting Mexico's history in 1854-1867, a period he considers foundational to the country."
2651,Soni,"January 18, 2019",2018,TV-MA,97,"While fighting crimes against women in Delhi, a short-fused policewoman and her level-headed female boss grapple with gender issues in their own lives."
2652,Abducted in Plain Sight,"January 15, 2019",2017,TV-14,90,"In this true crime documentary, a family falls prey to the manipulative charms of a neighbor, who abducts their adolescent daughter. Twice."
2653,"Abdullah, The Final Witness","January 15, 2019",2016,TV-14,88,"Inspired by real events, this drama follows a trucker jailed after driving five ill-fated travelers across Quetta, and the officer taking on his case."
2654,Adhugo,"January 15, 2019",2018,TV-14,105,A fast-footed piglet named Bunty becomes an object of desire for rival criminals that want the swift swine for their profitable animal-racing schemes.
2655,Echcharikkai,"January 15, 2019",2018,TV-14,127,"After kidnapping a millionaire’s daughter, two men get swept up in a power struggle as her father enlists a brilliant cop to hunt them down."
2656,Pandigai,"January 15, 2019",2017,TV-MA,125,"Looking for a way out of his impoverished life, a lowly hotel waiter joins an underground fight club. Then he needs a way out of that."
2657,Pari,"January 15, 2019",2018,TV-14,116,"When their daughter exhibits strange behavior after moving into their new home, a couple must come to terms with who she really is."
2658,Revenger,"January 15, 2019",2018,TV-MA,102,"Hell-bent on avenging the murder of his family, a former detective infiltrates a remote island that serves as a prison for vicious death row criminals."
2659,Sebastian Maniscalco: Stay Hungry,"January 15, 2019",2019,TV-MA,65,"Sebastian Maniscalco brings an acerbically unique approach to peacocks on planes, life hacks, rich in-laws and life's annoyances in this comedy special."
2660,The Doll,"January 15, 2019",2016,TV-MA,106,"Eerie things begin to happen after a man gives his wife a doll, unaware it once belonged to a girl who was murdered. The first of the ""Doll"" films."
2661,The Doll 2,"January 15, 2019",2017,TV-MA,117,"A mother uses her deceased daughter’s doll as a medium to communicate with her, but the consequences are chilling. The second of the “Doll” films."
2662,Baazaar,"January 13, 2019",2018,TV-MA,136,"A wide-eyed graduate learns the ugly side of ambition when he joins in the dubious business practices of his idol, a ruthless Mumbai stock tycoon."
2663,All of You,"January 11, 2019",2017,TV-MA,104,"Two strangers meet on a dating app and experience instant chemistry, but their relationship unravels as jarring differences catch up to them."
2664,ReMastered: Massacre at the Stadium,"January 11, 2019",2019,TV-MA,65,"The shocking murder of singer Victor Jara in 1973 turned him into a powerful symbol of Chile's struggle. Decades later, a quest for justice unfolds."
2665,Solo,"January 11, 2019",2018,TV-MA,91,"In a remote area of the Canary Islands, a surfer falls off a cliff. Fighting to survive, he reflects on his life and past romance. Based on true events."
2666,The Last Laugh,"January 11, 2019",2019,TV-MA,99,"After moving to a retirement home, restless talent manager Al reconnects with long-ago client Buddy and coaxes him back out on the comedy circuit."
2667,GODZILLA The Planet Eater,"January 9, 2019",2018,TV-PG,91,"With the earth alliance weakened, Haruo weighs siding with the Exif, whose death cult is summoning a monster that can destroy the world."
2668,Next Enti?,"January 9, 2019",2018,TV-14,117,"Clashing views on intimacy lead a couple to go their separate ways to reflect on commitment and companionship, before suddenly crossing paths again."
2669,Komola Rocket,"January 7, 2019",2018,TV-14,95,"As the lives of rich and poor passengers aboard a steamship unfold, buried secrets, lustful affairs and selfish desires are exposed."
2670,Nang Nak,"January 5, 2019",1999,TV-MA,101,"In this adaptation of a Thai folk tale, a man returns from war to his family, unaware of a sad secret about what happened to them while he was away."
2671,And Breathe Normally,"January 4, 2019",2018,TV-14,102,An Icelandic single mom struggling with poverty and a Guinea-Bissauan asylum seeker facing deportation find their lives intertwined in unexpected ways.
2672,El Potro: Unstoppable,"January 4, 2019",2018,TV-MA,122,"Argentine cuarteto singer Rodrigo ""El Potro"" Bueno rises to fame amid personal struggles in this dramatization of the charismatic superstar's life."
2673,Lionheart,"January 4, 2019",2018,TV-PG,95,"When her father falls ill, Adaeze steps up to run the family business – alongside her uncle – and prove herself in a male-dominated world."
2674,Monty Python and the Holy Grail,"January 2, 2019",1975,PG,92,The Monty Python comedy clan skewers King Arthur and his Knights of the Round Table as they quest far and wide for the Holy Grail.
2675,Back to the 90s,"January 1, 2019",2015,TV-14,111,"When a teenager is transported back to his parents’ high school days, he has the chance to alter the events that led to their unhappy marriage."
2676,Merku Thodarchi Malai,"January 1, 2019",2018,TV-MA,115,"In southern India, a laborer's dreams of owning a piece of land to farm is complicated by political corruption."
2677,Moshe Kasher: Live in Oakland,"January 1, 2019",2012,TV-MA,61,Comic Moshe Kasher returns to his home turf of Oakland for this stand-up special that has him sharing uproarious stories about the people he's met.
2678,Pokémon the Movie: I Choose You!,"January 1, 2019",2017,TV-Y7,97,"When Ash tries to pick his first Pokémon on his birthday, he ends up with a stubborn Pikachu and they embark on a journey to find the legendary Ho-Oh."
2679,Puriyatha Puthir,"January 1, 2019",2017,TV-MA,120,An aspiring music director begins to receive voyeuristic footage of his girlfriend from her apparent stalker as tragedy strikes those around him.
2680,Taramani,"January 1, 2019",2017,TV-MA,148,"A traditional man and an independent woman share a connection, but they must learn to navigate their vastly different experiences and expectations."
2681,Whitney Cummings: Money Shot,"January 1, 2019",2010,TV-MA,48,"Comedy Central roast veteran Whitney Cummings gets the stage to herself in this debut special, which finds her riffing on a wide range of topics."
2682,Bill Hicks: One Night Stand,"December 31, 2018",1991,TV-MA,28,"Bill Hicks remembers a wild night in 1989 and offers his views on puffing cigarettes, smoking weed, drinking, sex, commercials and music."
2683,Bill Hicks: Reflections,"December 31, 2018",2015,TV-MA,34,"This documentary about comedian Bill Hicks offers insight into his irreverent takes on, well, everything. Brother Steve Hicks is the star witness."
2684,Bill Hicks: Relentless,"December 31, 2018",1992,TV-MA,61,"In one of his most iconic performances, late comedian Bill Hicks demonstrates what made him such a singular talent and a force to be reckoned with."
2685,Bill Hicks: Revelations,"December 31, 2018",1993,TV-MA,56,"In his final recorded special, the iconoclastic comedian channels Goat Boy and tackles provocative topics like British porn, pot and the priesthood."
2686,Bill Hicks: Sane Man,"December 31, 2018",1989,TV-MA,81,"Filmed in 1989 at a turning point in comedian Bill Hicks's career, this rare onstage performance captures him spouting off on a variety of topics."
2687,Gina Yashere: Laughing to America,"December 31, 2018",2013,TV-MA,68,"British comic Gina Yashere takes the stage in San Francisco, where she shares her thoughts on everything from toilet ninjas to her troublesome name."
2688,Gina Yashere: Skinny B*tch,"December 31, 2018",2008,TV-MA,58,"Standup comedian and ""Daily Show"" correspondent Gina Yashere delivers a sharp set of wry observations on the environment, money and more."
2689,Mexicanos de Bronce,"December 31, 2018",2016,TV-MA,100,"When street vices keep them coming back, three prisoners make sense of their lives in a penitentiary – and beyond it – through rap."
2690,Sam Kinison: Breaking the Rules,"December 31, 2018",1987,TV-MA,50,"The one-time preacher shakes and shudders as he tears into subjects including sex, marriage, religion, drugs and famine in this HBO special."
2691,Sam Kinison: Family Entertainment Hour,"December 31, 2018",1991,TV-MA,49,"Comic Sam Kinison lets it rip with this performance at L.A.'s Wiltern theatre, skewering every segment of modern society from religion to television."
2692,Sam Kinison: Live in Vegas,"December 31, 2018",1991,TV-MA,71,Standup legend Sam Kinison is at his screaming best as he storms the stage in Sin City to get a few things off his chest.
2693,Sam Kinison: The Scream Continues,"December 31, 2018",2016,TV-MA,29,Sam's brother and former manager Bill Kinison speaks about the late comedian's journey from preacher to standup legend.
2694,Secrets in the Hot Spring,"December 31, 2018",2018,TV-14,108,"When three teen outcasts arrive at a hot springs hotel to help run things, creepy incidents prompt comical efforts to find what lurks in their midst."
2695,Taylor Swift reputation Stadium Tour,"December 31, 2018",2018,TV-PG,125,"Taylor Swift takes the stage in Dallas for the reputation Stadium Tour and celebrates a monumental night of music, memories and visual magic."
2696,The Seven Deadly Sins the Movie: Prisoners of the Sky,"December 31, 2018",2018,TV-14,100,"The Seven Deadly Sins aid the Sky People against a powerful group of demons hellbent on resurrecting a demonic beast sealed over 3,000 years ago."
2697,Tim Allen: Men Are Pigs,"December 31, 2018",1990,TV-MA,30,"Standup comedian Tim Allen delivers a set dedicated to ""men stuff"" like lawn care, power tools and why he grunts like an animal."
2698,Tim Allen: ReWires America,"December 31, 2018",1991,TV-MA,30,"Standup star Tim Allen storms the stage for a set chock-full of observations about powerful cars, beautiful lawns and more of the things he loves."
2699,Tim Minchin And The Heritage Orchestra Live,"December 31, 2018",2011,TV-MA,146,"Flanked by a full orchestra, Tim Minchin takes the Royal Albert Hall by storm with a wonderfully witty evening of satirical musical comedy."
2700,Tim Minchin: So F**king Rock,"December 31, 2018",2008,TV-MA,127,Comedic pianist Tim Minchin performs a host of his catchy songs that touch on everything from the Middle East to the healing power of canvas bags.
2701,Todd Glass: Stand-Up Special,"December 31, 2018",2012,TV-MA,46,"Standup comedian Todd Glass gets right down to it, with sly observations on accepting directions, denying compliments and being afraid of the dark."
2702,Tom Papa Live in New York City,"December 31, 2018",2011,TV-14,57,"Comedian Tom Papa riffs on the trials of married life, fatherhood in the 21st century, domestic pets and more in his stand-up show."
2703,A Twelve Year Night,"December 28, 2018",2018,TV-MA,122,Future Uruguayan president José Mujica and his fellow Tupamaro political prisoners fight to survive 12 years of solitary confinement and torture.
2704,Black Mirror: Bandersnatch,"December 28, 2018",2018,TV-MA,312,"In 1984, a young programmer begins to question reality as he adapts a dark fantasy novel into a video game. A mind-bending tale with multiple endings."
2705,Life Ki Toh Lag Gayi,"December 28, 2018",2012,TV-MA,109,"A vengeful son, a cop on a mission, a wannabe actress and a jilted lover find their lives intermingling in unexpected ways over 24 hours in Mumbai."
