MovieID,Name,Date_Added,Release_Year,Rating,Duration(minutes),Description
1049,3 Days to Kill,"December 1, 2020",2014,PG-13,117,A terminally ill secret agent accepts a risky mission in exchange for an experimental drug that might save him – if he can survive its side effects.
1050,Angela's Christmas Wish,"December 1, 2020",2020,TV-Y,48,"With her father working far away in Australia, a determined Angela makes a plan — and a heartfelt wish — to reunite her family in time for the holidays."
1051,Angels & Demons,"December 1, 2020",2009,PG-13,139,A Harvard symbologist races to uncover clues that will help stop an attack on the Vatican by a secret society looking to retaliate for old persecutions.
1052,Chef,"December 1, 2020",2014,R,115,"After igniting a Twitter war with a well-known culinary critic, a Los Angeles chef packs his knives, heads home to Miami and opens a food truck."
1053,Effie Gray,"December 1, 2020",2014,PG-13,109,"Trapped in a loveless marriage, the young wife of Victorian-era art critic John Ruskin finds herself falling for an artist — and looking for a way out."
1054,Monster House,"December 1, 2020",2006,PG,91,"A trio of friends sets out to expose the terrors of a vacant neighborhood house, which appears to have a craving for people — and a life of its own."
1055,Natalie Palamides: Nate - A One Man Show,"December 1, 2020",2020,TV-MA,60,"Tough talk takes a soft turn as Nate, played by comedian Natalie Palamides, explores humor, heartbreak, sexuality and consent — with a live audience."
1056,Peppermint,"December 1, 2020",2018,R,102,"After her family is murdered, a mild-mannered mom remakes herself into a badass vigilante in order to exact violent justice."
1057,Quigley Down Under,"December 1, 2020",1990,PG-13,120,"After traveling to Australia for a job, a sharpshooting cowboy becomes a target himself when he refuses an immoral assignment from a corrupt landowner."
1058,The Da Vinci Code,"December 1, 2020",2006,PG-13,149,"When the curator of the Louvre is killed, a Harvard professor and a cryptographer must untangle a web of deceit involving works of Leonardo da Vinci."
1059,The Happytime Murders,"December 1, 2020",2018,R,91,"In an LA where puppets and humans coexist, a down-on-his-luck detective teams with his ex-partner to nab a killer targeting the cast of an old TV show."
1060,U-Turn,"December 1, 2020",2020,TV-MA,99,A young reporter's investigation into a string of grisly suicides takes a dangerous detour when she follows the clues to a cursed stretch of road.
1061,Finding Agnes,"November 30, 2020",2020,TV-PG,106,"On an emotional journey in Morocco, an entrepreneur pieces together the turbulent life of his estranged mother and meets her adopted daughter."
1062,Rust Creek,"November 30, 2020",2018,R,108,A wrong turn in the woods becomes a fight for her life when a career-seeking college student runs into two outlaw brothers looking to cook up trouble.
1063,Spookley and the Christmas Kittens,"November 30, 2020",2019,TV-Y,45,"When a green cat and three stray kittens wind up at Holiday Hill Farm, Spookley the Square Pumpkin and his friends help the felines find their way home."
1064,The 2nd,"November 30, 2020",2020,TV-MA,93,"A Secret Service agent is drawn into a terrorist plot when his son's classmate, the daughter of a Supreme Court Justice, is targeted for kidnapping."
1065,A Go! Go! Cory Carson Christmas,"November 27, 2020",2020,TV-Y,22,"When a familiar-looking stranger crashes in without a memory, Cory helps him remember the magic of Christmas to save the holiday for everyone."
1066,Dance Dreams: Hot Chocolate Nutcracker,"November 27, 2020",2020,TV-PG,81,"This documentary spotlights Debbie Allen's career and follows her group of dance students as they prepare for Allen's annual ""Hot Chocolate Nutcracker."""
1067,Don’t Listen,"November 27, 2020",2020,TV-MA,98,"After a tragic turn of events at the new home he's fixing up, Daniel hears a ghostly plea for help, spurring him to seek out a famous paranormal expert."
1068,The Beast,"November 27, 2020",2020,TV-MA,100,"To rescue his daughter, an unstable Special Forces veteran unleashes his inner beast as he pursues her kidnappers — and soon becomes a suspect himself."
1069,The Call,"November 27, 2020",2020,TV-MA,112,"Connected by phone in the same home but 20 years apart, a serial killer puts another woman’s past — and life — on the line to change her own fate."
1070,Fantastica,"November 26, 2020",2018,TV-PG,114,The owner of a struggling carnival starts putting on small-time shows to save his wonderland as an old friend asks for help with a magical mission.
1071,Larry the Cable Guy: Remain Seated,"November 26, 2020",2020,TV-14,68,"With his signature call to ""Git-R-Done,"" Larry muses on swampy weather, late-night shopping at Walmart and other raunchy tales of life in rural America."
1072,Mosul,"November 26, 2020",2020,TV-MA,103,"After his life is saved by a rogue Iraqi squadron, a young police officer joins them in their fight against ISIS in a decimated Mosul."
1073,Unexpectedly Yours,"November 26, 2020",2017,TV-14,121,"A pair of former batchmates cross paths 30 years later when they wind up as new neighbors, and their reconnection soon blossoms into something more."
1074,Ghosts of War,"November 25, 2020",2020,R,95,"Five, battle-worn Allied soldiers guarding a chateau previously occupied by Nazis start experiencing unexplained and terrifying supernatural horrors."
1075,Shawn Mendes: Live in Concert,"November 25, 2020",2020,TV-PG,87,"In his hometown of Toronto, Shawn Mendes pours his heart out on stage with a live performance in a stadium packed with adoring fans."
1076,The Christmas Chronicles: Part Two,"November 25, 2020",2020,PG,115,"Unhappy over her mom’s new relationship, a now-teenage Kate runs away and lands at the North Pole, where a naughty elf is plotting to cancel Christmas."
1077,Andhaghaaram,"November 24, 2020",2020,TV-14,171,"As a blind librarian, dispirited cricketer and desolate psychiatrist each seek retribution and release, their lives overlap under eerie influences."
1078,Andhakaaram,"November 24, 2020",2020,TV-14,171,"As a blind librarian, dispirited cricketer and desolate psychiatrist each seek retribution and release, their lives overlap under eerie influences."
1079,Dragons: Rescue Riders: Huttsgalor Holiday,"November 24, 2020",2020,TV-Y,46,Snowfall marks the start of Odinyule — the Viking holiday of giving! But crazy weather might cancel the tradition unless the Rescue Riders can swoop in.
1080,Hillbilly Elegy,"November 24, 2020",2020,R,117,"An urgent phone call pulls a Yale Law student back to his Ohio hometown, where he reflects on three generations of family history and his own future."
1081,Notes for My Son,"November 24, 2020",2020,TV-MA,84,"Battling terminal cancer, a woman writes a one of a kind notebook about life, death and love for her son to remember her by. Based on a true story."
1082,Hard Kill,"November 23, 2020",2020,R,98,"When a billionaire hires a team of mercenaries for protection, they soon realize world-changing technology and his daughter’s life are also at stake."
1083,Shawn Mendes: In Wonder,"November 23, 2020",2020,TV-MA,83,"Over the course of a world tour, this unguarded documentary follows Shawn Mendes as he opens up about his stardom, relationships and musical future."
1084,The Suit,"November 23, 2020",2018,TV-14,97,"After a duo of slackers dress up as policemen for a costume party, they decide to prolong their disguise — not knowing that it will lead them to danger."
1085,Dolly Parton’s Christmas on the Square,"November 22, 2020",2020,TV-PG,99,"Seasonal cheer comes to a screeching halt when a cold-hearted woman tries to sell her hometown's land. Can music, magic and memories change her mind?"
1086,Machete Kills,"November 22, 2020",2013,R,108,Killer-for-hire Machete cuts a deal with the U.S. president to stop a nuclear missile attack but discovers a much larger conspiracy.
1087,40 Sticks,"November 20, 2020",2019,TV-14,93,"When their prison bus crashes in a forest on a rainy night, a group of criminals finds themselves battling wild animals and a mysterious killer."
1088,Alien Xmas,"November 20, 2020",2020,TV-Y,42,"A young elf mistakes a tiny alien for a Christmas gift, not knowing her new plaything has plans to destroy Earth's gravity — and steal all the presents."
1089,If Anything Happens I Love You,"November 20, 2020",2020,PG,13,Grieving parents journey through an emotional void as they mourn the loss of a child in the aftermath of a tragic school shooting.
1090,The App That Stole Christmas,"November 20, 2020",2020,TV-PG,64,"A tech entrepreneur's Christmas shopping app is a smashing success, but he starts to realize his invention might be ruining the holiday spirit."
1091,Black Friday,"November 19, 2020",2004,TV-MA,162,This docudrama based on the same-titled book tracks the aftermath of a 1993 bombing in Bombay through the eyes of a journalist covering the story.
1092,Bodyguard,"November 19, 2020",2011,TV-14,130,"Irked by her bodyguard, an heiress invents a secret admirer to throw him off his duties, but the plan may backfire when she falls for him."
1093,Break Ke Baad,"November 19, 2020",2010,TV-14,108,Childhood friends Abhay and Aaliya experience plenty of obstacles in their paths as they find their way in the world and back to each other.
1094,Hawaizaada,"November 19, 2020",2015,TV-14,129,"In 1895 Mumbai, spirited Indian lad Shiv Talpade defies British rule and sparse funding – and physics – to build the world's first airplane."
1095,My Amnesia Girl,"November 19, 2020",2010,TV-14,105,"Years after leaving his bride-to-be at the altar, a man crosses paths with his ex and tries to make up for the past, only to find he's been forgotten."
1096,Raman Raghav 2.0,"November 19, 2020",2016,TV-MA,133,A corrupt cop and a serial killer obsessed with a psychopath from the '60s get caught up in a ruthless cat-and-mouse game in this Indian thriller.
1097,Singham,"November 19, 2020",2011,TV-14,142,A police inspector kills himself after a powerful gangster frames him for corruption – but soon the thug faces the full force of cop Bajirao Singham.
1098,TE3N,"November 19, 2020",2016,TV-14,128,"Still desperate to find his granddaughter nearly a decade after her kidnapping, a devoted grandfather chases a dangerous new lead."
1099,The Princess Switch: Switched Again,"November 19, 2020",2020,TV-G,97,"When Margaret's Christmas coronation complicates her love life, her double Stacy steps in to save the day. But will a third look-alike ruin their plan?"
1100,Three Words to Forever,"November 19, 2020",2018,TV-G,107,"As they near their 25th wedding anniversary, Rick and Cristy try to conceal their crumbling marriage while their family prepares for a big celebration."
1101,Well Done Abba,"November 19, 2020",2009,TV-14,135,"On leave in his drought-ridden village to find his daughter a husband, a father becomes mired in the bribery-laced bureaucracy of his local government."
1102,Ainu Mosir,"November 17, 2020",2020,TV-PG,84,A sensitive Ainu teen searches for a spiritual connection with his recently deceased dad while navigating his indigenous identity in a changing world.
1103,Kevin Hart: Zero F**ks Given,"November 17, 2020",2020,TV-MA,70,"Kevin Hart serves up laughs and brick oven pizza from the comfort of his home, and dishes on male group chats, sex after 40 and life with COVID-19."
1104,Loving,"November 16, 2020",2016,PG-13,124,A young couple's interracial marriage in 1958 sparks a case that leads to the Supreme Court. Based on the true story of Richard and Mildred Loving.
1105,Whose Streets?,"November 16, 2020",2017,R,102,"Powered by activists and leaders, this documentary follows the rise of the Black Lives Matter movement following the 2014 killing of Michael Brown."
1106,A Very Country Christmas,"November 15, 2020",2017,TV-G,84,"When an unfulfilled country music star hides out in his hometown, he meets a budding interior designer who finds her way into his heart."
1107,Cloudy with a Chance of Meatballs 2,"November 15, 2020",2013,PG,95,"Inventor Flint Lockwood battles mutant food beasts created by his notorious machine, including shrimpanzees, tacodiles and jellyfish sandwiches."
1108,Hometown Holiday,"November 15, 2020",2018,TV-G,84,"An ambitious entertainment lawyer tries to sign a singing sensation in his sister's small town, but a local soon captures his attention — and heart."
1109,White Christmas,"November 15, 2020",1954,TV-G,120,"Two war buddies fall for two sisters and follow the girls to a resort owned by their former commanding officer, who is in danger of losing the place."
1110,Killer Cove,"November 14, 2020",2019,TV-14,87,"An unlucky woman finds a solution for her hateful ex, a trying job hunt and a stalker through a charming P.I. – only to endure a new set of problems."
1111,Fukrey Boyzzz: Space Mein Fukrapanti,"November 13, 2020",2020,TV-Y7,75,"After a foreboding dream about aliens comes true, a fun-loving trio must prevent human intelligence from being stolen from planet Earth."
1112,Jingle Jangle: A Christmas Journey,"November 13, 2020",2020,PG,124,"Decades after his trusted apprentice betrayed him, a once-joyful toymaker finds new hope when his kind and curious granddaughter comes into his life."
1113,The Beginning of Life 2: Outside,"November 13, 2020",2020,TV-PG,92,"As urbanization expands throughout society, this documentary discusses the value of finding ways for children to forge real connections with nature."
1114,The Life Ahead,"November 13, 2020",2020,PG-13,95,A Holocaust survivor running a daycare business forms an unlikely friendship with a bitter street kid when she takes him in after he robs her.
1115,A Very Special Love,"November 12, 2020",2008,TV-G,107,"After landing a job working for her longtime crush, an optimistic woman realizes that the man of her dreams isn't exactly who she envisioned."
1116,First Love,"November 12, 2020",2018,TV-MA,123,A chance encounter soon intertwines the lives of a reserved businessman and a vibrant photographer who is living with a grave heart condition.
1117,Fruitvale Station,"November 12, 2020",2013,R,85,"This dramatic rendering of a real-life tragedy recounts the final hours of Oscar Grant, shot by San Francisco transit police on New Year's Day, 2009."
1118,Ludo,"November 12, 2020",2020,TV-MA,150,"From a resurfaced sex tape to a rogue suitcase of money, four wildly different stories overlap at the whims of fate, chance and one eccentric criminal."
1119,Memories of a Teenager,"November 12, 2020",2019,TV-MA,97,"To cope with a friend's death, a teen blogs about his daily life but falls further into an existential crisis while experiencing a sexual awakening."
1120,Prom Night,"November 12, 2020",2008,PG-13,88,"On prom night, a high school senior still struggling with her nightmare past tries to evade a killer bent on ending the party for her and her friends."
1121,We Are All For The Fatherland,"November 11, 2020",1979,TV-14,74,"After the 1978 Israeli invasion of Lebanon, children try to sing the national anthem as citizens search for hope in the war-torn South."
1122,What We Wanted,"November 11, 2020",2020,TV-MA,93,A couple facing fertility issues finds their marriage tested on a vacation to a Sardinian resort — and the family next door only adds to the tension.
1123,Citation,"November 6, 2020",2020,TV-MA,151,A bright student in Nigeria takes on the academic establishment when she reports a popular professor who tried to rape her. Based on real events.
1124,Girl's Revenge,"November 6, 2020",2020,TV-MA,82,"After a sex video subjects her friend to mockery and bullying, a transfer student sets out to reveal the truth as campus secrets come to light."
1125,The Endless Trench,"November 6, 2020",2019,TV-MA,148,"Fearing retribution, a Republican from the Spanish Civil War hides in his home for more than 30 years with the help of his wife. Based on true events."
1126,The Late Bloomer,"November 6, 2020",2016,R,95,"A sex therapist with pituitary issues finally gets to experience puberty in all its glory at age 30, when an operation unleashes his raging hormones."
1127,A New York Christmas Wedding,"November 5, 2020",2020,TV-MA,90,"As her wedding nears, a bride-to-be is visited by an angel who reveals what could have been if she'd followed feelings for her childhood best friend."
1128,Alone/Together,"November 5, 2020",2019,TV-14,103,"Eight years after their breakup, college sweethearts Christine and Raf reconnect at different points in their lives as feelings from the past resurface."
1129,Midnight at the Magnolia,"November 5, 2020",2020,TV-G,87,Longtime friends and local radio hosts Maggie and Jack fake it as a couple for their families and listeners in hopes of getting their show syndicated.
1130,One More Try,"November 5, 2020",2012,TV-14,102,"When her son's condition becomes severe, a woman reconnects with the biological father. But the reunion puts a strain on their respective relationships."
1131,Operation Christmas Drop,"November 5, 2020",2020,TV-G,96,A by-the-book political aide falls for a big-hearted Air Force pilot while looking to shut down his tropical base and its airborne Christmas tradition.
1132,A Christmas Catch,"November 4, 2020",2018,TV-G,87,A cop working undercover to trail a possible diamond thief gets caught in a tricky spot when she finds new clues — and new feelings — for the suspect.
1133,Christmas with a Prince,"November 4, 2020",2018,TV-PG,86,A dedicated pediatrician reconsiders her feelings for a carefree prince as he secretly recovers from a ski accident alongside her young patients.
1134,Miss India,"November 4, 2020",2020,TV-PG,136,"Uprooted to America, an aspiring Indian entrepreneur confronts disapproval, sexism and rivalry as she draws from her culture to start a tea business."
1135,Felix Lobrecht: Hype,"November 3, 2020",2020,TV-MA,60,"Felix Lobrecht aims his dark humor at overly polite culture, weird laughter, the sheer awkwardness of a walking baby and more in this stand-up special."
1136,MOTHER,"November 3, 2020",2020,TV-14,127,"Shuhei’s erratic mother feels threatened when he starts to awaken to a world beyond her distorted control, sending the family hurtling towards tragedy."
1137,The Beginning of Life,"November 3, 2020",2016,TV-PG,96,"Scientists, advocates and parents around the world explore how carefully tending to kids' earliest needs can shape the course of human society."
1138,Ya no estoy aquí: Una conversación entre Guillermo del Toro y Alfonso Cuarón,"November 3, 2020",2020,TV-PG,15,"Guillermo del Toro and Alfonso Cuarón discuss fellow Mexican director Fernando Frías de la Parra's award-winning film ""I'm No Longer Here."""
1139,Prospect,"November 2, 2020",2018,R,100,A father and daughter travel to an alien moon in search of a valuable gem but are forced to alter their plans when a nefarious outlaw gets involved.
1140,Christmas Break-In,"November 1, 2020",2019,TV-PG,87,"Stranded at school before holiday break, a precocious girl gets into the spirit of saving when a trio of robbers trespass and hold the janitor hostage."
1141,Elf Pets: A Fox Cub’s Christmas Tale,"November 1, 2020",2020,TV-Y,28,An elite team of elves – and their furry fox cub friends – help bring the Christmas spirit to a boy whose mom may not make it home for the holidays.
1142,Elf Pets: Santa’s Reindeer Rescue,"November 1, 2020",2020,TV-Y,27,"Determined to help Santa get ready for his merry rounds of gift-giving, a team of special elves wrangles in more reindeer and much-needed holiday magic."
1143,Elliot the Littlest Reindeer,"November 1, 2020",2018,PG,90,"When Blitzen suddenly retires, a miniature horse determined to join Santa's reindeer team faces fierce competition in the North Pole tryouts."
1144,Little Monsters,"November 1, 2020",1989,PG,102,"Brian knows there are creatures under his bed. When he faces his fears and confronts them, however, he makes some hilariously weird new friends."
1145,Mile 22,"November 1, 2020",2018,R,94,"An officer in a top-secret CIA unit leads his team in escorting a prized intelligence asset to safety, with enemy forces hot on their trail."
1146,Piercing,"November 1, 2020",2018,R,81,A family man plots to kill a spellbinding sex worker but ends up in a psychosexual exercise to outwit his twisted target.
1147,Snowden,"November 1, 2020",2016,R,134,This thriller traces Edward Snowden's journey from Army recruit to disillusioned government analyst bent on exposing vast U.S. surveillance programs.
1148,The Impossible,"November 1, 2020",2012,PG-13,114,"Tracking one family's harrowing experiences, this gripping drama depicts the chaos generated by the massive 2004 tsunami in Southeast Asia."
1149,The Next Karate Kid,"November 1, 2020",1994,PG,107,"In Boston, karate master Mr. Miyagi finds a new pupil in troubled teen Julie Pierce when she gets bullied by a group of relentless classmates."
1150,Wheels of Fortune,"November 1, 2020",2020,R,107,"To claim a big inheritance, a down-on-his-luck mechanic must win a series of competitions as outlined in his birth father's will."
1151,The 12th Man,"October 31, 2020",2018,TV-MA,130,"Based on true events, this story follows a Norwegian saboteur’s harrowing struggle to reach safety after escaping a Nazi attack during World War II."
1152,Hidden in Plain Sight,"October 30, 2020",2019,TV-14,87,A woman stages her own suicide but still lives in fear of her abusive ex-boyfriend tracking her down and stealing the son he never knew he had.
1153,His House,"October 30, 2020",2020,TV-14,93,"As a young couple from war-torn South Sudan seeks asylum and a fresh start in England, they’re tormented by a sinister force living in their new home."
1154,In Line,"October 30, 2020",2017,TV-14,114,"A convicted murderer gets out of prison and reunites with his wife, who is plotting revenge against him after years of physical and emotional abuse."
1155,Kaali Khuhi,"October 30, 2020",2020,TV-14,91,"When a restless spirit curses a village that has a history of female infanticide, the town's fate lies in the hands of a 10-year-old girl."
1156,Rogue City,"October 30, 2020",2020,TV-MA,116,"Caught in the crosshairs of police corruption and Marseille’s warring gangs, a loyal cop must protect his squad by taking matters into his own hands."
1157,The Day of the Lord,"October 30, 2020",2020,TV-MA,93,"In this horror movie, a retired priest haunted by his sins is pulled back into the darkness when a friend begs him to help his possessed daughter."
1158,Pagpag: Nine Lives,"October 29, 2020",2013,TV-14,106,"After ignoring superstitions, a group of teenagers find themselves in a fight for their lives when they are haunted — and hunted — by an evil spirit."
1159,Holidate,"October 28, 2020",2020,TV-MA,105,"Fed up with being single on holidays, two strangers agree to be each other's platonic plus-ones all year long, only to catch real feelings along the way."
1160,La Gran Ilusión,"October 28, 2020",2016,TV-14,50,"Known as ""El Mago Pop,"" illusionist Antonio Díaz shocks and awes celebrities and bystanders around the world with his mind-blowing performances."
1161,Metallica Through The Never,"October 28, 2020",2013,R,93,"As heavy metal band Metallica tears up the stage, a young roadie is sent on an urgent errand. But his mission soon takes a surreal turn."
1162,Nobody Sleeps in the Woods Tonight,"October 28, 2020",2020,TV-MA,103,"Addicted to technology, a group of teens attends a rehabilitation camp in the forest, but a sinister force there intends to take them offline forever."
1163,Secrets of the Saqqara Tomb,"October 28, 2020",2020,TV-PG,114,"After unearthing a tomb that had been untouched for 4,400 years, Egyptian archaeologists attempt to decipher the history of the extraordinary find."
1164,Guillermo Vilas: Settling the Score,"October 27, 2020",2020,TV-14,95,"An Argentine journalist strives to prove that his countryman, tennis star Guillermo Vilas, was wrongly denied the No. 1 world ranking in the 1970s."
1165,Sarah Cooper: Everything's Fine,"October 27, 2020",2020,TV-MA,50,"Comedian and Trump lip-synching sensation Sarah Cooper tackles politics, race and other light topics in a sketch special packed with celebrity guests."
1166,Ajab Prem Ki Ghazab Kahani,"October 25, 2020",2009,TV-14,150,"A young man's obsession with making others happy drives him to help the girl he loves marry someone else, then try to win her heart."
1167,Black '47,"October 24, 2020",2018,R,100,"When the Great Famine ravages his beloved country, a battle-hardened Irishman deserts the British Empire and exacts revenge on the tyrants responsible."
1168,I Am Woman,"October 24, 2020",2019,TV-MA,117,"In the 1960s, Australian singer Helen Reddy struggles with misogyny in the music business — until she records an anthem for the women's movement."
1169,Alice Junior,"October 23, 2020",2019,TV-MA,87,"In a small town, a trans teen with a vibrant personality shakes up her high school's conservative ways while trying to secure her first kiss."
1170,Over the Moon,"October 23, 2020",2020,PG,100,"Fueled by memories of her mother, resourceful Fei Fei builds a rocket to the moon on a mission to prove the existence of a legendary moon goddess."
1171,Shattered Memories,"October 23, 2020",2018,TV-14,86,"When her former lover's mysteriously murdered, a woman must clear her name – and avoid the killer."
1172,Bending the Arc,"October 22, 2020",2017,TV-MA,102,This documentary follows a group of ambitious advocates whose mission to save lives in Haiti turns into a global fight for health care and justice.
1173,Cadaver,"October 22, 2020",2020,TV-MA,87,"When a peculiar hotel dinner show draws crowds during a postapocalyptic famine, one family discovers they'll pay much more than the price of admission."
1174,Exes Baggage,"October 22, 2020",2018,TV-MA,103,"After years apart, a former couple reunites and gets reacquainted with the pains of love as they work to heal wounds from the past."
1175,Fisherman's Friends,"October 22, 2020",2019,PG-13,112,"Sea shanties have long united 10 Cornish fishermen, but when their chants sail to the music charts, their friendship is kept at bay."
1176,The Hows of Us,"October 22, 2020",2018,TV-14,120,"A young couple's house was once a happy home. But with one as the breadwinner and the other looking for a big break, can love still live here?"
1177,The Hummingbird Project,"October 22, 2020",2018,R,111,"After discovering a shortcut that gives them a technological advantage, two cousins look to earn their big score by outracing a massive corporation."
1178,"Yes, God, Yes","October 22, 2020",2020,R,78,"A devoutly religious teen grapples with her own sexual awakening, and attends a Catholic school retreat in the hopes of suppressing her newfound urges."
1179,Brave Blue World: Racing to Solve Our Water Crisis,"October 21, 2020",2020,TV-PG,51,"From reuse to energy generation, new innovations across five continents are explored in this documentary about building a future for sustainable water."
1180,Rebecca,"October 21, 2020",2020,PG-13,123,"A young newlywed moves to her husband's imposing estate, where she must contend with his sinister housekeeper and the haunting shadow of his late wife."
1181,The Magic School Bus Rides Again The Frizz Connection,"October 20, 2020",2020,TV-Y,46,"Lightning splits the Magic School Bus into three pieces, scattering the class across the globe with different versions of Ms. Frizzle aboard each bus!"
1182,Tremors: Shrieker Island,"October 20, 2020",2020,PG-13,102,"When massive mutant creatures infiltrate an island nature preserve, scientists recruit a legendary monster hunter to battle the beasts."
1183,Beirut Oh Beirut,"October 19, 2020",1975,TV-14,106,"In the aftermath of the 1967 Arab-Israeli War, four young Lebanese navigate their existence along rapidly transforming political lines."
1184,Bosta,"October 19, 2020",2005,TV-14,112,"After 15 years in France, Kamal returns to his native Beirut and reassembles his dance crew, striving to modernize traditional Dabke routines."
1185,Ghadi,"October 19, 2020",2013,TV-MA,101,"When the father of a boy with Down syndrome resists his neighbors' efforts to have the child institutionalized, miraculous events begin to occur."
1186,Heritages,"October 19, 2020",2014,TV-14,96,"After being forced to leave his country three times, a Lebanese film director traces his roots and analyzes key moments of the nation's history."
1187,Listen,"October 19, 2020",2017,TV-MA,103,"A sound engineer falls for a model but after an unfortunate accident, he fights to save their love by triggering her senses."
1188,Out of Life,"October 19, 2020",1991,TV-MA,94,"Kidnapped by guerrillas in Beirut, a French photojournalist refuses to yield his dignity despite being tortured and brainwashed by his captors."
1189,Panoptic,"October 19, 2020",2017,TV-MA,69,This documentary dissects Lebanon's present-day paradoxes stemming from years of conflict as the director attempts to reconcile with her nation's past.
1190,Taxi Ballad,"October 19, 2020",2012,TV-MA,81,A taxi driver new to Beirut forms an unlikely bond with a bored American Pilates instructor who loves hearing him tell stories about his past.
1191,The Kite,"October 19, 2020",2003,TV-MA,76,"In an occupied village, a teen girl is set to wed a stranger. But when she crosses over to meet her betrothed, her heart gets entangled at the border."
1192,The Little Wars,"October 19, 2020",1982,TV-14,108,"Beirut resident Soraya is drawn to two men: daredevil photographer Nabil and Talal, who must embrace his feudal heritage when his father is kidnapped."
1193,Under the Bombs,"October 19, 2020",2007,TV-MA,94,A mother arrives in war-torn Lebanon looking for her missing son in the South as a cab driver agrees to escort her on her dangerous trip.
1194,West Beirut,"October 19, 2020",1999,TV-MA,106,"Three intrepid teens roam the streets of Beirut in the midst of civil war, filming on a Super 8 camera and reckoning with the pains of growing up."
1195,What Did I Mess,"October 19, 2020",2018,TV-14,98,"In an attempt to get her ex to propose, Nayla hosts a gathering to introduce him to her new suitor — only for the party to turn into a hellish occasion."
1196,Whispers,"October 19, 2020",1980,TV-14,93,"With her home devastated by war, a Lebanese poet takes a cross-country road trip, looking for glimmers of hope through nostalgic memories and verse."
1197,Zozo,"October 19, 2020",2005,TV-MA,99,"When Lebanon's Civil War deprives Zozo of his family, he's left with grief and little means as he escapes to Sweden in search of his grandparents."
1198,ParaNorman,"October 18, 2020",2012,PG,93,"When an army of zombies invades a small town, it's up to an odd local boy with a knack for communicating with the dead to save the day."
1199,I Am Vengeance: Retaliation,"October 17, 2020",2020,R,82,"To clear his criminal record, an ex-special forces soldier agrees to lead a team to retrieve a double-crossing mercenary and deliver him to justice."
1200,Disconnect,"October 16, 2020",2018,TV-MA,107,A group of singletons stumbles through the wild dating scene in Nairobi as two friends wonder if their relationship is more than platonic.
1201,In a Valley of Violence,"October 16, 2020",2016,R,104,"After a quiet drifter is met with violence and bullying in a small town, he finds himself enmeshed in a vengeful struggle with the local marshal."
1202,The Trial of the Chicago 7,"October 16, 2020",2020,R,130,What was supposed to be a peaceful protest turned into a violent clash with the police. What followed was one of the most notorious trials in history.
1203,Unfriended,"October 16, 2020",2014,R,83,Six teens whose cyberbullying drove their classmate to kill herself become the target of an online stalker with a lethal agenda.
1204,A Babysitter's Guide to Monster Hunting,"October 15, 2020",2020,TV-PG,99,"Recruited by a secret society of babysitters, a high schooler battles the Boogeyman and his monsters when they nab the boy she's watching on Halloween."
1205,Batman: The Killing Joke,"October 15, 2020",2016,R,77,The Joker makes life hell for the Gordon family in a monstrous attempt to prove to Batman that one bad day can drive a good man to madness.
1206,El-Khawaga's Dilemma,"October 15, 2020",2018,TV-14,94,"After a car crash, sparks fly for a financially struggling man and the daughter of a business tycoon, unraveling dark secrets and loose ends."
1207,Kartini: Princess of Java,"October 15, 2020",2017,TV-PG,118,A woman of nobility battles patriarchal norms in order to improve educational access for women in early 1900s Indonesian society.
1208,Love Like the Falling Rain,"October 15, 2020",2020,TV-14,87,"Fearing rejection, a young man struggles to declare his feelings for his best friend, who soon falls for another man — until a fateful incident."
1209,Rooting for Roona,"October 15, 2020",2020,TV-PG,42,"In rural India, a child with hydrocephalus gets a chance at life-changing surgery after her photos go viral. This documentary charts her journey."
1210,A Choo,"October 14, 2020",2020,TV-14,101,"Determined to win the heart of his childhood crush from orphanage, EJ becomes a boxer with superpowers and soon confronts a formidable villain."
1211,BLACKPINK: Light Up the Sky,"October 14, 2020",2020,TV-14,80,Record-shattering Korean girl band BLACKPINK tell their story — and detail the hard-fought journey of the dreams and trials behind their meteoric rise.
1212,The Three Deaths of Marisela Escobedo,"October 14, 2020",2020,TV-MA,110,This documentary examines a mother's tireless crusade to jail her daughter's murderer after Mexico's justice system failed to do so.
1213,Fida,"October 13, 2020",2004,TV-14,117,An all-around nice guy finds himself in a dangerous situation after he makes the ultimate sacrifice for the woman he loves in this drama.
1214,Octonauts & the Great Barrier Reef,"October 13, 2020",2020,TV-Y,47,"In this musical special, the Octonauts must find a way to hold back hungry swarms of coral-eating starfish to save a new friend’s fragile reef home."
1215,Dil,"October 12, 2020",1990,TV-14,165,A miser’s scheme to set his son up with a millionaire’s daughter backfires when the two actually fall in love — just as his sly charade is revealed.
1216,Disco Dancer,"October 12, 2020",1982,TV-14,134,"A poor boy grows up to be a famous disco dancer, hoping to use his art to exact revenge on the millionaire who once framed him and his mother for theft."
1217,Hunterrr,"October 12, 2020",2015,TV-MA,140,A sex-obsessed young man tries to put his past behind him when he falls for an extraordinary woman who makes him want to change his lifestyle.
1218,Phir Hera Pheri,"October 12, 2020",2006,TV-14,150,"Driven by greed, three rich friends seek to double their wealth and find themselves indebted to a ruthless gangster."
1219,The Legend of Bhagat Singh,"October 12, 2020",2002,TV-14,156,"This biopic chronicles the life and times of iconic Indian revolutionary Bhagat Singh, who led an armed resistance against the British in the 1920."
